ID,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
660,BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.44,$42.29B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
661,BBD,Banco Bradesco Sa,10.72,$59.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
662,BBDO,Banco Bradesco Sa,10.5852,$58.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
663,BCH,Banco De Chile,72.18,$11.82B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
664,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.23,$1.11B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
665,BSBR,Banco Santander Brasil SA,11.05,$84.59B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
666,BSAC,Banco Santander Chile,21.94,$10.34B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
667,SAN,"Banco Santander, S.A.",5.31,$76.65B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
668,SAN^A,"Banco Santander, S.A.",25.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
669,SAN^B,"Banco Santander, S.A.",23.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
670,SAN^C,"Banco Santander, S.A.",25.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
671,SAN^I,"Banco Santander, S.A.",25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
672,CIB,BanColombia S.A.,37.57,$9.03B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
673,BCTF,"Bancorp 34, Inc.",12.75,$43.84M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
674,BKJ,"Bancorp of New Jersey, Inc",14.5,$91.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bkj
675,BXS,"BancorpSouth, Inc.",31.4,$2.94B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
676,BCV^A,Bancroft Fund Limited,24.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcv^a
677,BCV,Bancroft Fund Limited,21.79,$111.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcv
678,BKMU,Bank Mutual Corporation,10,$456.92M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
679,BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
680,BAC,Bank of America Corporation,24.23,$243.58B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
681,BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
682,BAC^A,Bank of America Corporation,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
683,BAC^C,Bank of America Corporation,25.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
684,BAC^D,Bank of America Corporation,25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
685,BAC^E,Bank of America Corporation,22.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
686,BAC^I,Bank of America Corporation,25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
687,BAC^L,Bank of America Corporation,1185.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
688,BAC^W,Bank of America Corporation,26.2878,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
689,BAC^Y,Bank of America Corporation,26.5504,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
690,BML^G,Bank of America Corporation,20.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
691,BML^H,Bank of America Corporation,20.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
692,BML^I,Bank of America Corporation,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
693,BML^J,Bank of America Corporation,23.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
694,BML^L,Bank of America Corporation,23.2042,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
695,BOCH,Bank of Commerce Holdings (CA),10.3,$138.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
696,BOH,Bank of Hawaii Corporation,84.94,$3.62B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
697,BMRC,Bank of Marin Bancorp,68.9,$422.17M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
698,BMLP,Bank Of Montreal,55.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
699,BMO,Bank Of Montreal,76.4,$49.56B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
700,NTB,Bank of N.T. Butterfield & Son Limited (The),31.87,$1.7B,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
701,BK,Bank Of New York Mellon Corporation (The),47.09,$49.33B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
702,BK^C,Bank Of New York Mellon Corporation (The),25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
703,BNS,Bank of Nova Scotia (The),61.29,$74.13B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
704,BKSC,Bank of South Carolina Corp.,19.2788,$95.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
705,BOTJ,"Bank of the James Financial Group, Inc.",16.25,$71.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
706,OZRK,Bank of the Ozarks,55.27,$6.7B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
707,BFIN,BankFinancial Corporation,14.97,$288.37M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
708,RATE,"Bankrate, Inc.",11.15,$1B,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
709,BKU,"BankUnited, Inc.",39.89,$4.16B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
710,BWFG,"Bankwell Financial Group, Inc.",33.24,$250.1M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
711,BANR,Banner Corporation,58.74,$1.95B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
712,BAA,BANRO CORPORATION,0.14,$42.35M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/baa
713,BZUN,Baozun Inc.,14.48,$725.76M,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
714,BHB,"Bar Harbor Bankshares, Inc.",43.81,$266.24M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bhb
715,TAPR,Barclays Inverse US Treasury Composite ETN,25.2473,$17.18M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
716,BCS,Barclays PLC,11.23,$47.62B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
717,BCS^A.CL,Barclays PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a.cl
718,BCS^D,Barclays PLC,26.33,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
719,MCI,Barings Corporate Investors,14.82,$292.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
720,MPV,Barings Participation Investors,14.05,$145.69M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
721,BHAC,Barington/Hilco Acquisition Corp.,10.2,$57.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
722,BHACR,Barington/Hilco Acquisition Corp.,0.3499,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
723,BHACU,Barington/Hilco Acquisition Corp.,13.6,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
724,BHACW,Barington/Hilco Acquisition Corp.,0.168,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
725,BNED,"Barnes & Noble Education, Inc",10.05,$465.07M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
726,BKS,"Barnes & Noble, Inc.",10.25,$745M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
727,B,"Barnes Group, Inc.",50.27,$2.71B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
728,BRN,"Barnwell Industries, Inc.",2.4,$19.87M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/brn
729,CUDA,"Barracuda Networks, Inc.",23.87,$1.26B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
730,BBSI,"Barrett Business Services, Inc.",62.3,$451.28M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
731,ABX,Barrick Gold Corporation,19.54,$22.78B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
732,BAS,"Basic Energy Services, Inc.",38.02,$981.89M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
733,BSET,"Bassett Furniture Industries, Incorporated",26.9,$288.5M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
734,BAX,Baxter International Inc.,50.49,$27.19B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
735,BYBK,"Bay Bancorp, Inc.",7.5,$78.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
736,BTE,Baytex Energy Corp,3.75,$875.43M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
737,BV,"Bazaarvoice, Inc.",4.65,$388.12M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
738,BBT,BB&T Corporation,48.11,$38.89B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
739,BBT^D,BB&T Corporation,25.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
740,BBT^E,BB&T Corporation,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
741,BBT^F,BB&T Corporation,24.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
742,BBT^G,BB&T Corporation,24.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
743,BBT^H,BB&T Corporation,25.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
744,BFR,BBVA Banco Frances S.A.,17.38,$3.11B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
745,BCBP,"BCB Bancorp, Inc. (NJ)",14.65,$165.06M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
746,BCE,"BCE, Inc.",44.4,$38.66B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
747,BECN,"Beacon Roofing Supply, Inc.",45.2,$2.72B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
748,BSF,"Bear State Financial, Inc.",9.9,$372.42M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
749,BBGI,"Beasley Broadcast Group, Inc.",8.9,$256.1M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
750,BZH,"Beazer Homes USA, Inc.",12.15,$407.57M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
751,BEBE,"bebe stores, inc.",6.1101,$49.29M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
752,BDX,"Becton, Dickinson and Company",183.42,$39.04B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
753,BBBY,Bed Bath & Beyond Inc.,41.04,$6.17B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
754,BGNE,"BeiGene, Ltd.",38.57,$1.5B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
755,BELFA,Bel Fuse Inc.,22.65,$270.3M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
756,BELFB,Bel Fuse Inc.,27.05,$322.8M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
757,BDC,Belden Inc,74.22,$3.13B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
758,BDC^B,Belden Inc,104.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
759,BXE,Bellatrix Exploration Ltd,0.7846,$193.47M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
760,BLPH,"Bellerophon Therapeutics, Inc.",1.4,$44.38M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
761,BLCM,"Bellicum Pharmaceuticals, Inc.",12.04,$326.35M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
762,BEL,Belmond Ltd.,13.85,$1.41B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
763,BMS,"Bemis Company, Inc.",49.35,$4.56B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
764,BHE,"Benchmark Electronics, Inc.",32.15,$1.57B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
765,BNCL,"Beneficial Bancorp, Inc.",16.85,$1.28B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
766,BNFT,"Benefitfocus, Inc.",25.1,$746.75M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
767,BNTC,Benitec Biopharma Limited,2.47,$21.72M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
768,BNTCW,Benitec Biopharma Limited,0.27,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
769,BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
770,BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
771,BHLB,"Berkshire Hills Bancorp, Inc.",35.65,$1.27B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
772,BBY,"Best Buy Co., Inc.",45.56,$14.3B,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
773,BGSF,BG Staffing Inc,13.43,$116.42M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/bgsf
774,BGCA,"BGC Partners, Inc.",26.08,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
775,BGCP,"BGC Partners, Inc.",11.57,$3.24B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
776,BHP,BHP Billiton Limited,37.97,$101.05B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
777,BBL,BHP Billiton plc,32.67,$86.94B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
778,BGFV,Big 5 Sporting Goods Corporation,13.5,$295.59M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
779,BIG,"Big Lots, Inc.",52.3,$2.33B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
780,BH,Biglari Holdings Inc.,435.35,$899.85M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
781,BBG,Bill Barrett Corporation,5.53,$418.75M,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
782,BIOA,BioAmber Inc.,3.38,$117.79M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
783,BIOA.WS,BioAmber Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
784,BASI,"Bioanalytical Systems, Inc.",1.26,$10.22M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
785,ORPN,Bioblast Pharma Ltd.,1.1302,$18.53M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
786,BIOC,"Biocept, Inc.",2.03,$35.52M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
787,BCRX,"BioCryst Pharmaceuticals, Inc.",5.49,$404.93M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
788,BDSI,"BioDelivery Sciences International, Inc.",1.875,$101.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
789,BIIB,Biogen Inc.,285.13,$61.57B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
790,BIOL,"Biolase, Inc.",1.49,$100.67M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
791,BLFS,"BioLife Solutions, Inc.",1.974,$25.42M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
792,BLRX,BioLineRx Ltd.,1.1402,$64.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
793,BMRN,BioMarin Pharmaceutical Inc.,87.51,$15.05B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
794,BMRA,"Biomerica, Inc.",2.52,$21.32M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
795,BVXV,BiondVax Pharmaceuticals Ltd.,6,$20.26M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
796,BVXVW,BiondVax Pharmaceuticals Ltd.,0.9,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
797,BPTH,"Bio-Path Holdings, Inc.",0.8493,$81.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
798,BPMX,BioPharmX Corporation,0.443,$30M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpmx
799,BIOP,"Bioptix, Inc",3.15,$14.19M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/biop
800,BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
801,BIO,"Bio-Rad Laboratories, Inc.",191.92,$5.67B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
802,BIOS,"BioScrip, Inc.",1.58,$185.94M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
803,BBC,BioShares Biotechnology Clinical Trials Fund,20.6019,$20.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbc
804,BBP,BioShares Biotechnology Products Fund,36.9426,$36.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbp
805,BSTC,BioSpecifics Technologies Corp,50.46,$360.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
806,BSTG,"Biostage, Inc.",0.359,$6.14M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bstg
807,BSPM,"Biostar Pharmaceuticals, Inc.",2.79,$7.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
808,TECH,Bio-Techne Corp,106.59,$3.98B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
809,BEAT,"BioTelemetry, Inc.",27.2,$767.89M,2008,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/beat
810,BTX,"BioTime, Inc.",3.3,$366.97M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/btx
811,BTX.WS,"BioTime, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btx.ws
812,BIVV,Bioverativ Inc.,50.96,$5.5B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv
813,BGI,Birks Group Inc.,1.73,$31.07M,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/bgi
814,BITA,Bitauto Holdings Limited,19.29,$1.36B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
815,BJRI,"BJ&#39;s Restaurants, Inc.",37.25,$866.37M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
816,BBOX,Black Box Corporation,9.55,$144.67M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
817,BDE,"Black Diamond, Inc.",5.85,$175.59M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
818,BKH,Black Hills Corporation,64.62,$3.43B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
819,BKHU,Black Hills Corporation,71.18,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
820,BKFS,"Black Knight Financial Services, Inc.",38.4,$5.91B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
821,BSM,"Black Stone Minerals, L.P.",17.61,$3.36B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
822,BLKB,"Blackbaud, Inc.",72.97,$3.47B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
823,BBRY,BlackBerry Limited,7.08,$3.76B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
824,HAWK,"Blackhawk Network Holdings, Inc.",36.6,$2.03B,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
825,BL,"BlackLine, Inc.",29.92,$1.53B,2016,n/a,n/a,http://www.nasdaq.com/symbol/bl
826,BJZ,Blackrock California Municipal 2018 Term Trust,15.16,$97.52M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
827,BFZ,BlackRock California Municipal Income Trust,14.75,$470.41M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
828,CII,Blackrock Capital and Income Strategies Fund Inc,14.32,$631.82M,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
829,BKCC,BlackRock Capital Investment Corporation,7.88,$572.69M,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
830,BHK,Blackrock Core Bond Trust,13.25,$714.64M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
831,HYT,"Blackrock Corporate High Yield Fund, Inc.",11.1,$1.41B,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
832,BTZ,BlackRock Credit Allocation Income Trust,13.18,$1.42B,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
833,DSU,"Blackrock Debt Strategies Fund, Inc.",11.64,$725.22M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
834,BHL,Blackrock Defined Opportunity Credit Trust,13.84,$125.17M,2008,n/a,n/a,http://www.nasdaq.com/symbol/bhl
835,BGR,BlackRock Energy and Resources Trust,14.07,$419.64M,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgr
836,BDJ,Blackrock Enhanced Equity Dividend Trust,8.41,$1.59B,2005,n/a,n/a,http://www.nasdaq.com/symbol/bdj
837,EGF,"Blackrock Enhanced Government Fund, Inc",13.2486,$95.61M,2005,n/a,n/a,http://www.nasdaq.com/symbol/egf
838,FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.73,$548.43M,2003,n/a,n/a,http://www.nasdaq.com/symbol/fra
839,BFO,Blackrock Florida Municipal 2020 Term Trust,15.0663,$83.8M,2003,n/a,n/a,http://www.nasdaq.com/symbol/bfo
840,BGT,Blackrock Global,14.5,$343.12M,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgt
841,BOE,Blackrock Global,12.35,$858.12M,2005,n/a,n/a,http://www.nasdaq.com/symbol/boe
842,BME,Blackrock Health Sciences Trust,33.85,$281.38M,2005,n/a,n/a,http://www.nasdaq.com/symbol/bme
843,BAF,BlackRock Income Investment Quality Trust,14.52,$127.04M,2002,n/a,n/a,http://www.nasdaq.com/symbol/baf
844,BKT,BlackRock Income Trust Inc. (The),6.25,$399.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkt
845,BGY,"BLACKROCK INTERNATIONAL, LTD.",5.74,$631.34M,2007,n/a,n/a,http://www.nasdaq.com/symbol/bgy
846,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.75,$253.49M,1993,n/a,n/a,http://www.nasdaq.com/symbol/bkn
847,BTA,BlackRock Long-Term Municipal Advantage Trust,11.54,$154.89M,2006,n/a,n/a,http://www.nasdaq.com/symbol/bta
848,BZM,BlackRock Maryland Municipal Bond Trust,14.1634,$29.45M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bzm
849,MHE,BlackRock Massachusetts Tax-Exempt Trust,14.41,$34.11M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mhe
850,BIT,BlackRock Multi-Sector Income Trust,17.49,$671.99M,2013,n/a,n/a,http://www.nasdaq.com/symbol/bit
851,MUI,Blackrock Muni Intermediate Duration Fund Inc,14,$536.15M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mui
852,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13.58,$57.17M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mne
853,MUA,"Blackrock MuniAssets Fund, Inc.",14.24,$511.12M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mua
854,BPK,Blackrock Municipal 2018 Term Trust,15.08,$239.89M,2001,n/a,n/a,http://www.nasdaq.com/symbol/bpk
855,BKK,Blackrock Municipal 2020 Term Trust,15.8,$319.74M,2003,n/a,n/a,http://www.nasdaq.com/symbol/bkk
856,BBK,Blackrock Municipal Bond Trust,15.56,$163.64M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bbk
857,BBF,BlackRock Municipal Income Investment Trust,14.4799,$147.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbf
858,BYM,Blackrock Municipal Income Quality Trust,14.02,$370.22M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bym
859,BFK,BlackRock Municipal Income Trust,14.22,$637.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
860,BLE,BlackRock Municipal Income Trust II,14.9393,$350.93M,2002,n/a,n/a,http://www.nasdaq.com/symbol/ble
861,BTT,BlackRock Municipal Target Term Trust Inc. (The),22.76,$1.6B,2012,n/a,n/a,http://www.nasdaq.com/symbol/btt
862,MEN,"Blackrock MuniEnhanced Fund, Inc.",11.54,$342.09M,1989,n/a,n/a,http://www.nasdaq.com/symbol/men
863,MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.2201,$583.06M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muc
864,MUH,"Blackrock MuniHoldings Fund II, Inc.",15.2,$171.97M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muh
865,MHD,"Blackrock MuniHoldings Fund, Inc.",16.63,$235.53M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhd
866,MFL,Blackrock MuniHoldings Investment Quality Fund,14.61,$552.57M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mfl
867,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.41,$434.52M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muj
